epoch_idx,k,n_collected,decode_success,c,delta,trial,seed
0,9854,550,0,0.1,0.05,49,random
0,9854,551,0,0.1,0.05,49,random
0,9854,552,0,0.1,0.05,49,random
0,9854,553,0,0.1,0.05,49,random
0,9854,554,0,0.1,0.05,49,random
0,9854,555,0,0.1,0.05,49,random
0,9854,556,0,0.1,0.05,49,random
0,9854,557,0,0.1,0.05,49,random
0,9854,558,0,0.1,0.05,49,random
0,9854,559,0,0.1,0.05,49,random
0,9854,560,0,0.1,0.05,49,random
0,9854,561,0,0.1,0.05,49,random
0,9854,562,0,0.1,0.05,49,random
0,9854,563,0,0.1,0.05,49,random
0,9854,564,0,0.1,0.05,49,random
0,9854,565,0,0.1,0.05,49,random
0,9854,566,0,0.1,0.05,49,random
0,9854,567,0,0.1,0.05,49,random
0,9854,568,0,0.1,0.05,49,random
0,9854,569,0,0.1,0.05,49,random
0,9854,570,0,0.1,0.05,49,random
0,9854,571,0,0.1,0.05,49,random
0,9854,572,0,0.1,0.05,49,random
0,9854,573,0,0.1,0.05,49,random
0,9854,574,0,0.1,0.05,49,random
0,9854,575,0,0.1,0.05,49,random
0,9854,576,0,0.1,0.05,49,random
0,9854,577,0,0.1,0.05,49,random
0,9854,578,0,0.1,0.05,49,random
0,9854,579,0,0.1,0.05,49,random
0,9854,580,0,0.1,0.05,49,random
0,9854,581,0,0.1,0.05,49,random
0,9854,582,0,0.1,0.05,49,random
0,9854,583,0,0.1,0.05,49,random
0,9854,584,0,0.1,0.05,49,random
0,9854,585,0,0.1,0.05,49,random
0,9854,586,0,0.1,0.05,49,random
0,9854,587,0,0.1,0.05,49,random
0,9854,588,0,0.1,0.05,49,random
0,9854,589,0,0.1,0.05,49,random
0,9854,590,0,0.1,0.05,49,random
0,9854,591,0,0.1,0.05,49,random
0,9854,592,0,0.1,0.05,49,random
0,9854,593,0,0.1,0.05,49,random
0,9854,594,0,0.1,0.05,49,random
0,9854,595,0,0.1,0.05,49,random
